Transaction_ID,Amount,Time,Transaction_Type,Location,Card_Type,Merchant_Category,Device_Type,Previous_Fraudulent,Fraudulent
704,676.4013113101763,72920,Online,Germany,MasterCard,Food,Mobile,0,0
705,321.55797751147486,22553,POS,UK,Amex,Grocery,Desktop,1,0
706,4949.851360787777,24366,ATM,India,Discover,Travel,Laptop,1,0
707,1615.1574556487412,44036,POS,Germany,Discover,Retail,Mobile,1,0
708,4050.322857043901,17369,POS,Germany,Discover,Electronics,Desktop,1,0
709,1276.9300705450005,11795,ATM,Canada,Amex,Travel,Tablet,1,0
710,3409.1060975085265,70021,Online,Canada,Amex,Retail,Tablet,0,0
711,3802.338160148984,68154,Online,USA,MasterCard,Electronics,Laptop,0,0
712,2980.215509336182,30143,POS,UK,Visa,Electronics,Mobile,1,0
713,2360.523061808041,29425,ATM,India,Visa,Electronics,Laptop,0,0
714,2062.1453661656064,75139,POS,Germany,Visa,Electronics,Desktop,0,0
715,1747.5969913822614,5368,POS,Germany,MasterCard,Retail,Tablet,0,0
716,4647.99807551789,4621,POS,USA,Visa,Grocery,Laptop,0,0
717,4153.943941899707,58829,ATM,Germany,Amex,Food,Mobile,0,0
718,4825.30941877923,60294,ATM,UK,Amex,Food,Desktop,1,0
719,625.8646313102959,14719,Online,USA,Discover,Food,Mobile,0,0
720,3655.683038642203,29227,ATM,UK,Visa,Grocery,Laptop,0,0
721,4692.010581821084,7566,POS,USA,Amex,Electronics,Tablet,1,0
722,910.2591654974724,12306,POS,Germany,Discover,Electronics,Tablet,1,0
723,337.1488554970536,53822,Online,USA,Visa,Travel,Laptop,1,0
724,3706.897643203845,24042,ATM,Canada,Visa,Food,Mobile,1,0
725,2874.49320033366,15086,POS,India,Amex,Food,Mobile,1,0
726,4209.934739907569,17387,Online,Germany,Discover,Electronics,Mobile,1,0
727,703.163021248316,27042,Online,India,Discover,Food,Mobile,1,0
728,3977.3602227401516,51618,POS,Germany,Amex,Electronics,Tablet,1,0
729,1012.1284636384839,18323,POS,India,Amex,Electronics,Mobile,0,0
730,822.461434614194,18019,ATM,Canada,Amex,Electronics,Laptop,1,0
731,825.5076606653097,75426,Online,India,Visa,Retail,Laptop,1,0
732,4073.800727555754,40863,POS,USA,Amex,Retail,Laptop,0,0
733,3327.66011737752,10283,Online,India,Amex,Retail,Laptop,1,0
734,2617.711796721751,18279,ATM,Germany,MasterCard,Retail,Mobile,1,0
735,1797.3582681968949,46999,POS,UK,Amex,Grocery,Tablet,1,0
736,4386.616701361476,62780,ATM,India,Amex,Travel,Desktop,1,0
737,1965.2633115760636,22908,Online,India,Visa,Travel,Mobile,0,0
738,4083.914200160528,61584,ATM,India,Discover,Electronics,Desktop,0,0
739,2198.478868308241,50225,ATM,Germany,Visa,Food,Tablet,1,0
740,1887.8374249774133,37952,Online,India,MasterCard,Retail,Mobile,0,0
741,2316.085529419684,37663,ATM,Germany,Amex,Travel,Desktop,0,0
742,1510.3824814498896,61381,Online,Germany,Amex,Travel,Tablet,0,0
743,3739.3088539803744,47929,POS,UK,Amex,Retail,Desktop,0,0
744,2516.0883485119334,9343,Online,USA,Amex,Grocery,Laptop,0,0
745,1164.9024122583523,76173,Online,Germany,Amex,Grocery,Laptop,0,0
746,4498.37499350647,39791,POS,Canada,Amex,Travel,Tablet,1,0
747,1922.536650759191,29134,Online,India,MasterCard,Grocery,Tablet,1,0
748,2720.046541264373,47101,POS,Canada,Amex,Retail,Desktop,0,0
749,4532.828194267912,69443,POS,India,Amex,Travel,Tablet,0,0
750,3123.0687895903907,57530,Online,UK,Amex,Retail,Laptop,0,0
751,588.9057133382786,46799,ATM,Germany,MasterCard,Grocery,Laptop,1,0
752,4699.461457449308,4827,ATM,USA,Amex,Retail,Mobile,1,0
753,3140.4017250917323,62653,POS,Germany,MasterCard,Grocery,Desktop,1,0
754,1677.8535452121453,13699,ATM,India,Visa,Grocery,Tablet,1,0
755,700.6640029536194,5313,ATM,USA,Amex,Retail,Tablet,1,0
756,3971.1558204051285,13598,Online,Germany,Discover,Grocery,Tablet,1,0
757,3102.263415862925,28807,POS,USA,MasterCard,Electronics,Desktop,0,0
758,2669.638154421726,70423,POS,India,Visa,Retail,Laptop,1,0
759,4469.993452339533,69390,Online,UK,MasterCard,Electronics,Tablet,1,0
760,3944.043070066531,45226,ATM,UK,MasterCard,Retail,Tablet,1,0
761,762.6160242650922,59550,POS,Germany,Visa,Grocery,Laptop,0,0
762,1562.0517286387635,80072,ATM,Canada,Amex,Grocery,Tablet,1,0
763,1246.2032533732563,3558,POS,India,Amex,Travel,Mobile,0,0
764,3721.0117314005215,75308,POS,Germany,MasterCard,Travel,Laptop,0,0
765,172.49451150521801,50113,POS,Germany,Visa,Electronics,Laptop,1,0
766,2851.598975932226,52999,POS,UK,Amex,Grocery,Laptop,1,0
767,3813.4811352747492,55878,ATM,USA,MasterCard,Travel,Mobile,1,0
768,4384.444355624939,36343,ATM,India,Discover,Grocery,Laptop,0,0
769,1713.6983348359577,58219,ATM,USA,Visa,Retail,Desktop,1,0
770,4107.180236836704,35186,ATM,India,Discover,Travel,Desktop,0,0
771,557.6055260912601,36966,Online,Canada,Discover,Electronics,Desktop,0,0
772,4233.029197213918,33769,POS,UK,MasterCard,Travel,Laptop,1,0
773,641.8058683482521,53218,POS,Canada,Visa,Grocery,Laptop,1,0
774,1989.4500163490345,19229,POS,Germany,Amex,Food,Laptop,1,0
775,3987.4903520688704,75209,Online,UK,Amex,Food,Mobile,0,0
776,753.8375496071251,27877,ATM,Germany,MasterCard,Grocery,Desktop,1,0
777,1150.1107191870442,58001,POS,Canada,Amex,Retail,Tablet,0,0
778,3612.651579123366,38084,ATM,India,Amex,Travel,Tablet,1,0
779,3601.5825000476416,81780,ATM,Germany,Discover,Food,Laptop,0,0
780,3207.53242626206,16806,Online,USA,Discover,Retail,Mobile,1,0
781,3471.2724801131644,37034,Online,India,Visa,Grocery,Laptop,1,0
782,2715.908594521243,40317,ATM,India,Discover,Retail,Tablet,0,0
783,1262.736299240229,55468,POS,Canada,Amex,Grocery,Desktop,0,0
784,1731.7514875520776,19094,POS,Canada,Visa,Travel,Tablet,1,1
785,912.0805954231212,57796,Online,UK,Visa,Retail,Desktop,0,0
786,4542.710553861473,10589,Online,UK,MasterCard,Travel,Desktop,0,0
787,2919.042014856772,57221,Online,USA,Discover,Retail,Mobile,0,1
788,2007.2528267343812,1657,Online,India,Visa,Grocery,Tablet,0,0
789,2312.7189892024426,39531,Online,USA,Amex,Grocery,Laptop,1,0
790,4736.6802813610175,52227,Online,USA,Visa,Retail,Mobile,0,0
791,770.9902585648206,3164,Online,Canada,Visa,Grocery,Desktop,1,0
792,2933.218010923902,83973,POS,USA,MasterCard,Electronics,Tablet,1,0
793,2531.9139510279074,41247,Online,USA,Amex,Electronics,Laptop,1,0
794,3059.213905996066,19601,Online,Germany,Amex,Travel,Mobile,0,0
795,95.46036818509835,50599,POS,UK,Discover,Electronics,Laptop,1,0
796,4361.258925176036,71545,POS,UK,Amex,Electronics,Tablet,1,0
797,4660.930821005644,4552,ATM,India,Visa,Food,Laptop,1,0
798,2827.840252028099,9417,Online,UK,Amex,Food,Mobile,1,0
799,3484.7708652650767,58579,Online,India,Amex,Food,Laptop,1,0
800,4612.884408980592,68207,Online,Germany,Visa,Food,Tablet,0,0
801,3537.656978395426,72055,Online,UK,MasterCard,Grocery,Mobile,1,0
802,766.9325193567354,78270,ATM,Germany,Discover,Travel,Desktop,0,0
803,2883.5603590332316,3722,POS,UK,Discover,Travel,Mobile,1,0
804,3035.541656682365,70442,POS,UK,MasterCard,Electronics,Tablet,1,0
805,2123.532703155418,40031,Online,Germany,Visa,Travel,Laptop,0,0
806,3683.5389569454906,79235,Online,USA,Discover,Electronics,Desktop,0,0
807,4672.163238771229,21438,Online,USA,MasterCard,Travel,Desktop,1,0
808,4628.214721969348,58819,ATM,USA,MasterCard,Retail,Laptop,1,0
809,2256.94266016364,43856,ATM,USA,MasterCard,Retail,Tablet,1,0
810,570.6240389745725,33576,POS,UK,Discover,Travel,Mobile,1,0
811,4924.281788816861,41938,Online,Canada,Discover,Grocery,Tablet,1,0
812,4195.295941797441,49028,Online,Germany,Discover,Electronics,Desktop,0,0
813,627.690092610318,59807,Online,Canada,Discover,Travel,Mobile,1,0
814,4604.605203673775,49877,Online,Canada,Amex,Electronics,Mobile,1,0
815,4350.132328500331,43461,ATM,India,MasterCard,Food,Laptop,0,0
816,2596.59609534473,40469,POS,USA,Amex,Travel,Tablet,0,0
817,2958.4208015459217,83136,POS,UK,MasterCard,Grocery,Mobile,1,0
818,1998.0185058313007,20435,ATM,USA,Discover,Food,Laptop,0,0
819,278.5343859160465,84117,Online,USA,Discover,Travel,Tablet,0,0
820,1679.3102220212752,14191,POS,Canada,Amex,Retail,Desktop,0,0
821,4015.252975747067,84726,POS,India,Visa,Travel,Desktop,1,0
822,28.136954907991278,27386,ATM,USA,Discover,Retail,Tablet,1,0
823,1670.8283625972651,31721,Online,Germany,Visa,Retail,Mobile,1,0
824,1993.852624486762,54786,POS,Germany,MasterCard,Travel,Mobile,0,0
825,2689.2910366749247,13704,Online,USA,Amex,Travel,Desktop,1,0
826,4599.678803981738,56635,POS,Canada,Visa,Retail,Desktop,1,0
827,1734.9982418579764,2123,ATM,Canada,Visa,Electronics,Mobile,0,0
828,1738.0312434716573,62993,Online,UK,Discover,Food,Tablet,1,0
829,3688.818734308193,80122,ATM,India,Visa,Grocery,Desktop,0,0
830,2263.828614744587,25416,POS,Canada,Visa,Travel,Mobile,0,0
831,1126.9010905852099,1814,ATM,UK,MasterCard,Food,Tablet,0,0
832,2264.9353830828036,78537,ATM,Germany,Amex,Food,Laptop,0,0
833,708.5808167971003,50258,ATM,Germany,Discover,Electronics,Tablet,1,0
834,886.0529975985854,16508,POS,Germany,Discover,Food,Mobile,1,0
835,2494.347024833701,85166,Online,USA,Visa,Travel,Tablet,1,0
836,2097.5326202752167,78916,ATM,India,MasterCard,Food,Mobile,0,0
837,4574.65527583516,35699,Online,UK,Visa,Travel,Desktop,1,0
838,1815.1575260875825,46335,POS,India,Visa,Travel,Laptop,1,0
839,2905.038809638827,46806,Online,USA,Discover,Retail,Desktop,0,0
840,3163.160118158054,77853,ATM,UK,Visa,Electronics,Desktop,0,1
841,70.40681065872651,63768,ATM,UK,Visa,Grocery,Mobile,1,0
842,3319.3691732234693,35739,ATM,Canada,MasterCard,Retail,Mobile,0,0
843,894.2896545144084,34785,ATM,India,Discover,Grocery,Mobile,1,0
844,4805.546235759928,31980,ATM,India,Amex,Travel,Mobile,0,0
845,747.5703251267992,85016,ATM,Canada,MasterCard,Retail,Desktop,0,0
846,2076.0474980164836,1609,POS,Germany,MasterCard,Food,Mobile,1,0
847,431.3215920528261,66253,POS,USA,MasterCard,Food,Mobile,0,0
848,4984.386887970507,85481,POS,India,Discover,Grocery,Desktop,0,0
849,2513.464076604557,28141,Online,Canada,Visa,Travel,Laptop,0,0
850,2978.9481615136187,30009,Online,UK,Amex,Grocery,Laptop,1,0
851,340.04700455519526,6782,POS,Canada,Discover,Electronics,Tablet,1,0
852,3751.052549643893,25933,Online,Germany,Visa,Food,Desktop,1,0
853,1053.478437512451,77154,Online,USA,MasterCard,Retail,Mobile,0,0
854,4490.781175756365,8307,ATM,Germany,Discover,Retail,Tablet,0,0
855,1029.6725042076257,75874,ATM,UK,Visa,Retail,Laptop,0,1
856,957.4851647150145,38346,Online,UK,Amex,Food,Laptop,0,0
857,187.56559090123392,50772,Online,UK,Amex,Travel,Desktop,1,0
858,2362.9743908244463,72084,POS,UK,Visa,Food,Mobile,1,0
859,2826.381460646769,40149,Online,Canada,Discover,Food,Mobile,0,0
860,333.21465394462007,27526,ATM,UK,MasterCard,Retail,Tablet,1,1
861,3878.760445391578,85712,Online,UK,Visa,Food,Laptop,1,0
862,2269.177729566398,68477,POS,Canada,MasterCard,Retail,Tablet,1,0
863,2624.3293952912622,5695,ATM,UK,Amex,Travel,Tablet,0,0
864,2206.6099209564495,39169,ATM,Germany,Visa,Electronics,Tablet,1,0
865,2006.8114890722534,47947,ATM,Germany,Amex,Retail,Mobile,1,0
866,2800.4034548845484,47224,ATM,India,MasterCard,Grocery,Laptop,1,0
867,780.425028423909,45865,Online,Germany,MasterCard,Electronics,Tablet,1,0
868,913.7310118238793,25553,POS,USA,Visa,Travel,Laptop,1,0
869,4309.619176962519,60410,Online,USA,Visa,Electronics,Laptop,0,0
870,4730.846733357495,24816,Online,USA,Visa,Retail,Tablet,1,0
871,1869.680034817366,55026,ATM,Canada,Amex,Travel,Tablet,1,0
872,1357.3696423520512,50705,POS,Germany,MasterCard,Grocery,Desktop,0,1
873,3221.777718478884,61922,ATM,USA,MasterCard,Retail,Mobile,1,0
874,2046.6271846349914,73914,Online,India,Amex,Retail,Laptop,0,0
875,131.80484652342258,1881,Online,Canada,Visa,Travel,Tablet,0,0
876,784.9822238441209,39567,ATM,India,Discover,Travel,Tablet,0,0
877,3581.2812830927505,47365,Online,Germany,Visa,Electronics,Laptop,0,0
878,3296.325089841206,79211,Online,UK,Discover,Grocery,Tablet,1,0
879,140.34448255490003,70122,ATM,India,Discover,Electronics,Desktop,1,0
880,1113.7509488550825,25006,Online,UK,Amex,Electronics,Laptop,0,0
881,1159.2186089574166,41198,POS,Canada,MasterCard,Retail,Tablet,1,0
882,3361.1042542756486,22831,ATM,India,MasterCard,Travel,Laptop,0,0
883,103.45413608304895,16459,POS,India,MasterCard,Retail,Tablet,1,0
884,525.0223670129463,32443,Online,Canada,MasterCard,Grocery,Tablet,1,0
885,4000.5808464390807,42316,Online,Canada,Amex,Electronics,Mobile,0,0
886,896.8305869613964,64486,ATM,USA,Discover,Grocery,Laptop,1,0
887,3265.466808720114,5877,Online,Germany,MasterCard,Travel,Mobile,0,0
888,1194.722991328399,39553,ATM,India,Discover,Travel,Tablet,1,0
889,501.7097568329291,4922,ATM,India,Amex,Food,Laptop,1,0
890,1219.645094042273,4686,ATM,Canada,Visa,Grocery,Laptop,1,0
891,3612.7233246190176,32766,ATM,Canada,Amex,Retail,Desktop,0,0
892,4279.203858190897,79943,ATM,Germany,MasterCard,Grocery,Desktop,0,0
893,4151.948223512123,32006,POS,Canada,Visa,Electronics,Tablet,0,0
894,1988.9317304441818,31422,ATM,UK,Amex,Travel,Tablet,1,0
895,3342.0852571703776,12205,POS,UK,Amex,Travel,Tablet,0,0
896,1028.8965556020257,23527,Online,UK,Discover,Grocery,Tablet,0,0
897,1469.2729126537613,18443,ATM,UK,Amex,Grocery,Desktop,0,0
898,4482.197413512993,16524,Online,Germany,Visa,Grocery,Laptop,1,0
899,69.9446079361265,28202,ATM,India,Amex,Electronics,Mobile,1,0
900,432.11511161806806,65552,POS,UK,MasterCard,Electronics,Laptop,1,0
901,1043.3918444544065,46142,POS,Canada,Discover,Retail,Laptop,1,0
902,137.52835834972947,61692,POS,UK,Visa,Grocery,Desktop,0,0
903,911.2699982735376,82384,Online,Germany,Visa,Retail,Laptop,1,0
904,2917.292597043612,20855,ATM,Canada,Amex,Food,Laptop,0,0
905,2110.0156302095274,83747,Online,UK,MasterCard,Electronics,Tablet,1,0
906,4463.89519682949,60372,POS,India,Discover,Travel,Mobile,0,0
907,4088.1305908835125,25095,Online,Canada,Visa,Food,Laptop,0,0
908,1712.3776717308904,38724,POS,Canada,Discover,Travel,Laptop,1,0
909,1300.820049989306,49241,POS,India,Amex,Food,Mobile,0,0
910,1901.5635787954982,52003,POS,Canada,MasterCard,Retail,Tablet,0,0
911,2953.5232378614646,68379,ATM,UK,Amex,Retail,Desktop,0,0
912,1343.9778859102669,15972,ATM,Canada,Discover,Electronics,Desktop,0,0
913,3122.6237947064246,22927,POS,UK,Amex,Travel,Laptop,1,0
914,2050.0112026952456,66630,Online,India,Discover,Food,Tablet,1,0
915,2762.475668355641,52347,Online,USA,Visa,Grocery,Desktop,0,1
916,2183.452013030907,86210,ATM,India,Visa,Grocery,Desktop,1,0
917,1475.8564689118787,69518,POS,UK,Amex,Electronics,Desktop,0,0
918,4742.524268275973,45283,Online,Germany,Visa,Travel,Desktop,0,0
919,3819.210941828005,81326,POS,India,Discover,Grocery,Desktop,1,0
920,704.8653129534305,12205,Online,Germany,Visa,Electronics,Laptop,0,0
921,4342.997539610074,12748,ATM,Germany,MasterCard,Electronics,Desktop,1,0
922,2439.7188352563207,21097,POS,UK,MasterCard,Travel,Laptop,0,0
923,4473.288373335987,3092,POS,UK,Amex,Grocery,Mobile,1,1
924,4000.2770034568393,53311,Online,USA,Amex,Grocery,Mobile,1,0
925,2128.941454823821,22692,Online,Canada,Amex,Grocery,Tablet,0,0
926,117.2341950589864,23862,Online,India,Amex,Retail,Laptop,1,0
927,1347.0434101278056,79507,POS,UK,Discover,Grocery,Tablet,0,1
928,2710.46290223103,80152,ATM,India,Discover,Food,Mobile,1,0
929,3169.223708031606,70469,ATM,Germany,MasterCard,Retail,Mobile,0,0
930,1293.1489887388454,4926,Online,Canada,Discover,Retail,Mobile,1,0
931,701.0835899937565,3969,ATM,USA,Visa,Retail,Mobile,1,0
932,4175.4765328124995,35733,Online,India,MasterCard,Retail,Desktop,1,0
933,4922.0888926142425,69855,ATM,Canada,Amex,Electronics,Mobile,0,0
934,2630.8224606019157,41743,POS,USA,Amex,Food,Desktop,1,0
935,862.538032812276,39876,Online,India,Discover,Travel,Desktop,0,0
936,1365.175095964248,20323,ATM,Canada,MasterCard,Grocery,Tablet,1,0
937,96.86142935459634,16428,POS,UK,Discover,Retail,Desktop,1,0
938,4571.922538769692,34578,ATM,India,Discover,Travel,Tablet,0,0
939,593.1666590362549,64140,POS,Canada,Discover,Electronics,Desktop,1,1
940,2884.6997951936964,83829,POS,USA,MasterCard,Travel,Desktop,0,0
941,1373.905827332594,6364,ATM,Canada,Amex,Retail,Mobile,0,0
942,2773.119122566388,35349,ATM,UK,Visa,Food,Laptop,0,0
943,3258.844839817562,691,POS,India,Amex,Travel,Desktop,0,0
944,4149.560309517472,66467,POS,India,MasterCard,Retail,Laptop,0,0
945,1036.074252444213,45896,POS,India,Amex,Retail,Laptop,1,0
946,59.924164149109984,57062,Online,UK,Amex,Grocery,Laptop,0,0
947,688.7437221936923,79762,POS,USA,Visa,Grocery,Desktop,1,0
948,4500.593116031285,13861,Online,India,Amex,Food,Laptop,0,0
949,4370.080937424764,63928,POS,USA,Amex,Grocery,Desktop,0,0
950,2989.07844534069,83231,Online,Canada,Amex,Food,Mobile,1,0
951,3004.5817178660986,41347,POS,USA,Discover,Electronics,Desktop,1,0
952,3326.858189358546,3121,POS,USA,MasterCard,Electronics,Tablet,0,0
953,880.9795367241308,83793,POS,India,MasterCard,Grocery,Mobile,0,1
954,4572.487669895174,28164,ATM,Germany,Visa,Electronics,Laptop,1,0
955,2096.758771835905,25491,ATM,Germany,Discover,Travel,Laptop,1,0
956,1918.7769486062398,59222,POS,UK,Discover,Travel,Tablet,0,0
957,2596.9939378877734,23165,Online,UK,Amex,Travel,Mobile,0,0
958,239.59500404139996,3748,Online,Germany,MasterCard,Electronics,Tablet,0,0
959,835.5854269366166,26553,POS,Canada,Visa,Travel,Laptop,1,0
960,3691.4779140497203,60380,ATM,India,Discover,Food,Desktop,0,0
961,418.5793462860067,44331,Online,India,Amex,Retail,Laptop,1,0
962,3017.744786784609,39560,ATM,Canada,Visa,Grocery,Tablet,1,0
963,1230.5188028581981,53865,Online,Canada,Discover,Food,Desktop,0,0
964,1949.5315921396727,46686,POS,Germany,Visa,Travel,Desktop,0,0
965,1447.025215169646,75910,ATM,UK,Discover,Retail,Laptop,1,0
966,1781.585218742421,4675,Online,Canada,Visa,Grocery,Desktop,0,0
967,3596.634296395306,66706,POS,UK,Discover,Food,Mobile,0,0
968,1489.1229695377592,77986,POS,USA,Discover,Grocery,Laptop,1,0
969,2834.1911782830016,76216,POS,India,Visa,Electronics,Laptop,0,0
970,2382.871758984503,10068,ATM,Germany,Discover,Travel,Mobile,1,0
971,3320.0374709864273,54460,ATM,India,Discover,Food,Laptop,1,0
972,4684.464547927166,46418,POS,Germany,Discover,Food,Tablet,0,0
973,3664.1976255652003,26206,ATM,USA,Visa,Retail,Tablet,1,0
974,1078.62719106083,287,Online,India,Visa,Retail,Laptop,1,0
975,160.75975963111694,22337,POS,USA,Discover,Retail,Mobile,0,0
976,1315.0089012776264,20666,POS,Germany,Discover,Grocery,Desktop,1,1
977,2977.414263847773,1161,ATM,Canada,Visa,Travel,Mobile,0,1
978,261.8719383538305,38751,POS,India,Amex,Grocery,Tablet,1,0
979,2484.3494047701756,82063,Online,USA,Discover,Travel,Laptop,1,0
980,2986.2300303398615,14758,ATM,India,Amex,Food,Mobile,1,0
981,1674.5482346307192,65780,ATM,India,Visa,Grocery,Desktop,1,0
982,3855.7064577103806,3178,POS,India,Discover,Grocery,Desktop,1,0
983,537.4582744031901,31831,POS,UK,Amex,Grocery,Desktop,1,0
984,380.31321977036475,2176,POS,USA,Visa,Electronics,Desktop,1,0
985,3642.3028372369986,33654,ATM,USA,Amex,Travel,Mobile,0,0
986,2479.979124449961,26627,POS,India,MasterCard,Travel,Desktop,1,0
987,3443.5699701565413,52550,Online,Canada,Visa,Grocery,Tablet,0,0
988,2176.9625563257123,44910,POS,India,MasterCard,Electronics,Desktop,1,0
989,1235.7781560293386,58251,POS,UK,Visa,Grocery,Tablet,1,0
990,4096.416076782627,35422,ATM,Germany,Visa,Travel,Mobile,0,0
991,3998.0823154500513,11984,POS,UK,Discover,Food,Tablet,0,0
992,3475.0088719178616,61386,ATM,Canada,MasterCard,Electronics,Mobile,0,0
993,1364.3649604636637,83291,POS,India,MasterCard,Electronics,Desktop,1,1
994,2953.20218101109,7135,Online,USA,MasterCard,Grocery,Laptop,0,0
995,1808.0646152154338,320,Online,India,Visa,Food,Tablet,1,0
996,462.4524562665376,21684,ATM,Canada,MasterCard,Travel,Tablet,1,0
997,4586.981309433902,55913,ATM,USA,MasterCard,Retail,Laptop,0,0
998,688.4090614402122,21889,POS,UK,Discover,Travel,Mobile,1,0
999,4751.435582334908,48899,POS,Germany,Amex,Travel,Mobile,0,0
1000,2232.798835924989,10770,Online,Germany,Amex,Food,Desktop,0,0
1001,929.7389795489051,39321,POS,India,MasterCard,Electronics,Tablet,0,0
1002,2711.7952321548987,85962,Online,UK,MasterCard,Travel,Mobile,0,0
1003,4365.364450202659,41777,ATM,Canada,MasterCard,Electronics,Desktop,1,1
1004,3662.463307615758,46250,POS,Germany,MasterCard,Food,Mobile,1,0
1005,4033.7729335679414,73034,ATM,UK,Amex,Food,Laptop,0,0
1006,3295.622916720033,40130,POS,India,Discover,Grocery,Laptop,0,0
1007,3462.921439766673,81931,Online,USA,Visa,Retail,Laptop,1,0
1008,4246.73227956877,49346,ATM,India,MasterCard,Food,Desktop,1,0
1009,1252.0917042516337,2537,ATM,India,MasterCard,Food,Tablet,0,0
1010,2449.6776933974866,84762,POS,UK,Amex,Electronics,Laptop,1,0
1011,1109.941161888913,15216,ATM,Germany,MasterCard,Food,Laptop,1,0
1012,4938.4016999432515,84149,Online,UK,Discover,Travel,Mobile,1,0
1013,4720.576401734634,3009,ATM,USA,Discover,Grocery,Laptop,1,0
1014,201.93692278568696,29327,ATM,UK,MasterCard,Grocery,Tablet,0,0
1015,3529.347986715864,14209,POS,Canada,Amex,Travel,Desktop,1,0
1016,4626.615345491251,48443,ATM,India,MasterCard,Food,Laptop,0,0
1017,906.973848911031,15029,POS,Germany,MasterCard,Retail,Desktop,0,0
1018,2841.886426610384,67613,POS,USA,Amex,Food,Desktop,0,0
1019,4577.864046452269,79443,ATM,India,Discover,Grocery,Tablet,1,0
1020,174.5601630360652,56997,Online,UK,Visa,Retail,Mobile,1,0
1021,3488.6142348979656,62559,POS,Canada,MasterCard,Electronics,Mobile,0,0
1022,1490.258291825891,64892,ATM,UK,Discover,Electronics,Desktop,1,0
1023,4622.358995905769,70409,POS,India,MasterCard,Food,Laptop,0,1
1024,4855.435934601012,8635,Online,USA,Visa,Food,Desktop,0,0
1025,4721.611113121602,33065,Online,Germany,Amex,Retail,Mobile,1,0
1026,2373.7000122040317,33783,POS,India,Discover,Retail,Laptop,1,0
1027,4310.90304169162,34152,Online,USA,Visa,Food,Mobile,1,0
1028,4223.524245682676,58741,ATM,India,MasterCard,Grocery,Tablet,0,0
1029,1598.9068638500619,51502,ATM,Canada,Visa,Electronics,Mobile,0,0
1030,4145.4327933826335,29092,POS,UK,Discover,Retail,Laptop,1,0
1031,189.85313540388563,17653,Online,Germany,Amex,Grocery,Laptop,0,0
1032,2983.368043017855,40469,ATM,USA,MasterCard,Food,Desktop,0,0
1033,1153.8941422520768,59754,ATM,Germany,Amex,Travel,Laptop,0,0
1034,607.2315944575076,29978,ATM,Germany,Amex,Retail,Tablet,1,1
1035,389.38124213789973,43169,POS,Germany,Visa,Travel,Mobile,1,0
1036,3482.9624355113083,48287,POS,USA,Visa,Grocery,Desktop,1,0
1037,1702.6754440214904,54745,ATM,USA,Discover,Electronics,Desktop,0,0
1038,3625.2100237861637,5543,ATM,Germany,Discover,Grocery,Laptop,1,0
1039,331.45492229071715,56392,Online,UK,Amex,Electronics,Tablet,0,0
1040,1579.8752374638987,21067,Online,India,Discover,Grocery,Desktop,0,0
1041,2699.7590054148095,51033,Online,Germany,Amex,Retail,Tablet,0,0
1042,3954.662208370623,45256,POS,Canada,MasterCard,Retail,Tablet,1,0
1043,1597.1687521456893,69345,ATM,Germany,Amex,Travel,Mobile,0,0
1044,3131.3274253028603,22191,POS,USA,Discover,Grocery,Mobile,1,0
1045,4430.458852439755,72742,ATM,India,Discover,Grocery,Mobile,0,0
1046,3081.2366249706115,28992,Online,Canada,Amex,Travel,Tablet,1,0
1047,1168.6325763944008,81531,Online,India,Visa,Food,Mobile,1,1
1048,126.88190387490741,48803,Online,India,Amex,Grocery,Desktop,1,0
1049,4351.143875135145,63477,Online,Canada,Amex,Grocery,Desktop,1,1
1050,111.24070719768376,13210,ATM,Germany,Visa,Grocery,Laptop,1,1
1051,4374.134855057576,83329,Online,Germany,MasterCard,Food,Tablet,1,1
1052,2647.040984465924,26270,ATM,Germany,Visa,Retail,Mobile,1,0
1053,4695.643154071917,62008,ATM,UK,Discover,Travel,Desktop,1,0
1054,3994.9222626894584,5197,POS,Germany,Visa,Food,Tablet,0,0
1055,4989.68088211402,7452,Online,Canada,Discover,Electronics,Tablet,0,0
1056,1756.8055181812922,41486,Online,UK,Discover,Electronics,Mobile,0,0
1057,3837.105503210979,14859,POS,Germany,Amex,Food,Tablet,0,0
1058,2012.6449134781647,27236,ATM,UK,Amex,Food,Mobile,0,0
1059,2401.978723418025,31899,Online,Canada,MasterCard,Retail,Mobile,1,0
1060,3139.3897887757585,32083,ATM,Germany,Discover,Electronics,Mobile,1,0
1061,4369.017185360762,67708,POS,USA,Amex,Travel,Tablet,1,0
1062,4920.496928650479,16663,ATM,Canada,Discover,Grocery,Tablet,1,0
1063,3842.5257022532683,19053,Online,India,MasterCard,Grocery,Mobile,1,0
1064,2091.745076925832,11085,ATM,India,Discover,Retail,Tablet,0,0
1065,2109.6782263739656,30564,ATM,Canada,MasterCard,Retail,Mobile,0,0
1066,3689.223596436513,59095,Online,India,MasterCard,Electronics,Laptop,1,0
1067,1197.69184311267,69517,Online,Canada,MasterCard,Travel,Tablet,0,1
1068,556.8181950913163,21153,ATM,USA,Amex,Travel,Tablet,0,0
1069,1776.3376774156789,5247,ATM,Canada,Visa,Food,Laptop,1,0
1070,1439.7587633121382,10553,POS,Germany,Visa,Retail,Laptop,1,0
1071,1485.0590616776706,20811,Online,Germany,Amex,Grocery,Laptop,0,0
1072,1171.8707164943,6135,ATM,UK,Discover,Grocery,Mobile,0,0
